time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-07-12T17:52:06.170Z,33.0229,131.7493,53,5.5,mww,,57,0.739,0.95,us,us20002wz9,2015-10-09T20:19:14.040Z,"10km SSW of Usuki, Japan",earthquake
2015-07-23T03:56:53.370Z,-0.6942,-21.1776,8.55,5.5,mwb,,42,9.892,0.67,us,us20002zfa,2015-10-22T20:04:53.040Z,Central Mid-Atlantic Ridge,earthquake
2015-07-24T21:44:38.920Z,-8.2477,108.9163,48,5.5,mwb,,17,1.625,1.33,us,us20002zzg,2015-10-22T20:04:57.040Z,"61km SSW of Karangbadar Kidul, Indonesia",earthquake
2015-07-27T07:40:50.590Z,52.3581,-169.0816,35,5.5,mb,,59,0.63,0.98,us,us100032ca,2015-10-22T20:05:04.040Z,"66km SSW of Nikolski, Alaska",earthquake
2015-07-29T23:41:40.420Z,-25.3727,154.2281,9,5.5,mww,,21,2.846,0.71,us,us10002w8v,2015-10-22T20:05:15.040Z,"128km ENE of Rainbow Beach, Australia",earthquake
2015-09-26T17:23:26.830Z,5.2649,123.7966,516,5.5,mwb,,31,2.521,1.06,us,us20003pci,2015-10-31T21:19:51.388Z,"112km SSW of Malisbeng, Philippines",earthquake
2015-09-26T18:17:24.870Z,-6.278,151.6661,2.93,5.5,mb,,18,2.131,0.74,us,us20003pcw,2015-10-31T21:50:55.899Z,"186km ESE of Kimbe, Papua New Guinea",earthquake
2015-10-10T08:56:05.410Z,-60.7167,-20.8492,10,5.5,mww,,45,10.581,0.7,us,us10003mns,2015-11-05T06:28:19.146Z,East of the South Sandwich Islands,earthquake
2015-08-07T01:28:37.120Z,-2.0913,28.9515,10,5.5,mwc,,28,2.319,0.77,us,us10002zzr,2015-11-06T18:06:20.040Z,"43km N of Cyangugu, Rwanda",earthquake
2015-08-10T19:19:32.390Z,-27.0812,-176.2405,6.73,5.5,mwc,,76,2.621,0.93,us,us100030vh,2015-11-06T18:06:25.040Z,"291km NE of Raoul Island, New Zealand",earthquake
2015-08-12T00:14:40.320Z,-31.6968,-71.6227,30,5.5,mww,,45,0.724,1,us,us100031b7,2015-11-06T18:06:26.040Z,"43km W of Illapel, Chile",earthquake
2015-10-04T03:49:49.520Z,-30.3122,-72.0991,6.28,5.5,mww,,87,0.538,0.72,us,us10003k53,2015-11-08T02:50:33.595Z,"82km WSW of Coquimbo, Chile",earthquake
2015-09-27T02:56:13.740Z,-7.1772,129.6047,107,5.5,mww,,17,1.86,1,us,us20003pf6,2015-11-13T00:41:30.926Z,"207km WNW of Saumlaki, Indonesia",earthquake
2015-08-14T18:03:02.780Z,21.1039,-45.8517,10,5.5,mww,,41,15.299,0.83,us,us100032bg,2015-11-17T00:13:28.040Z,Northern Mid-Atlantic Ridge,earthquake
2015-10-09T18:27:36.600Z,-31.7414,-71.7347,35,5.5,mww,,34,1.067,1.15,us,us10003mjs,2015-11-20T14:34:01.969Z,"55km WSW of Illapel, Chile",earthquake
2015-11-21T23:05:29.700Z,-30.5766,-71.8,24.37,5.5,mb,,90,0.172,1.11,us,us10004077,2015-11-22T22:48:33.159Z,"57km W of Ovalle, Chile",earthquake
2015-11-08T10:42:01.590Z,6.8782,94.5455,8,5.5,mww,,29,2.896,0.9,us,us10003vpz,2015-11-23T09:56:09.274Z,"138km NW of Sabang, Indonesia",earthquake
2015-11-23T20:41:23.050Z,17.0765,-98.7997,42.5,5.5,mb,,83,0.532,0.93,us,us100040iy,2015-11-24T20:55:56.000Z,"29km NNW of San Luis Acatlan, Mexico",earthquake
2015-08-20T13:29:08.880Z,-8.0603,149.553,52.4,5.5,mww,,29,4.638,1.17,us,us100033nw,2015-11-24T02:09:25.040Z,"162km ENE of Popondetta, Papua New Guinea",earthquake
2015-11-24T20:45:02.290Z,-0.1182,-17.8184,10,5.5,mwb,,33,8.493,0.9,us,us100040uv,2015-11-25T17:35:49.193Z,North of Ascension Island,earthquake
2015-11-27T08:33:59.690Z,22.4973,94.8237,22.42,5.5,mb,,23,4.086,1.17,us,us100041nt,2015-11-28T04:19:45.273Z,"52km NW of Monywa, Burma",earthquake
2015-11-28T14:47:20.640Z,-6.9732,105.964,68.15,5.5,mb,,51,3.962,1.15,us,us100041wc,2015-11-29T21:49:22.040Z,"17km SSE of Binuangeun, Indonesia",earthquake
2015-12-02T23:27:09.250Z,39.2233,40.2636,6.34,5.5,mb,,24,1.534,1.04,us,us100042v4,2015-12-03T04:40:09.658Z,"12km SW of Kigi, Turkey",earthquake
2015-09-03T13:24:00.690Z,2.0551,126.6816,53,5.5,mww,,30,1.447,1.3,us,us20003fyy,2015-12-05T01:40:24.040Z,"152km WNW of Tobelo, Indonesia",earthquake
2015-09-05T07:00:01.410Z,51.371,-174.3382,20,5.5,mww,,78,0.836,0.83,us,us20003glc,2015-12-05T01:40:27.040Z,"92km S of Atka, Alaska",earthquake
2015-09-08T08:19:53.790Z,-33.1147,-178.2046,12.77,5.5,mww,,56,3.864,0.69,us,us20003h7j,2015-12-05T01:40:36.040Z,"197km SSE of L'Esperance Rock, New Zealand",earthquake
2015-12-07T08:30:57.170Z,41.6814,74.6537,26.07,5.5,mb,,72,1.151,0.66,us,us100044km,2015-12-07T17:48:02.260Z,"29km SSE of Chayek, Kyrgyzstan",earthquake
2015-11-09T08:12:49.580Z,6.3837,94.8009,35,5.5,mwb,,31,2.424,1.23,us,us10003vxc,2015-12-08T09:52:09.764Z,"79km NW of Sabang, Indonesia",earthquake
2015-09-11T21:19:18.660Z,-5.9797,146.6564,26,5.5,mww,,16,3.974,0.79,us,us20003iv3,2015-12-12T00:42:47.040Z,"89km NNW of Lae, Papua New Guinea",earthquake
2015-09-12T22:16:08.130Z,-6.1236,147.3658,27,5.5,mww,,12,4.053,1.13,us,us20003j36,2015-12-12T00:42:49.040Z,"76km NW of Finschhafen, Papua New Guinea",earthquake
2015-09-16T23:28:23.110Z,-30.7179,-71.8037,20.71,5.5,mb,,112,0.151,0.67,us,us10003it9,2015-12-12T00:42:58.040Z,"59km WSW of Ovalle, Chile",earthquake
2015-11-05T16:32:38.750Z,-3.7259,150.9036,10,5.5,mww,,57,1.339,1.12,us,us10003uwk,2015-12-17T14:46:06.860Z,"127km S of Kavieng, Papua New Guinea",earthquake
2015-11-07T19:40:13.550Z,16.4902,119.8428,37,5.5,mww,,27,6.401,0.83,us,us10003vl4,2015-12-19T01:43:53.524Z,"11km NW of Binabalian Ricor, Philippines",earthquake
2015-11-11T11:45:23.890Z,-8.9416,110.2187,83.02,5.5,mww,,35,1.066,1.49,us,us10003xd3,2015-12-19T07:35:39.095Z,"109km S of Bambanglipuro, Indonesia",earthquake
2015-11-01T21:09:40.740Z,22.7544,121.6556,7,5.5,mww,,39,0.535,0.99,us,us2000417s,2015-12-21T21:52:37.834Z,"52km E of Taitung City, Taiwan",earthquake
2015-09-17T02:59:29.070Z,-30.9669,-71.5398,35,5.5,mwr,,112,0.303,0.74,us,us20003ke3,2015-12-21T23:16:12.040Z,"52km SW of Ovalle, Chile",earthquake
2015-09-17T04:26:38.970Z,-31.4167,-71.98,17.62,5.5,mwr,,86,0.797,0.69,us,us20003kgi,2015-12-21T23:16:13.040Z,"80km WNW of Illapel, Chile",earthquake
2015-09-17T05:44:39.960Z,-31.8011,-72.1309,10,5.5,mwr,,40,1.201,0.62,us,us20003khn,2015-12-21T23:16:14.040Z,"93km WSW of Illapel, Chile",earthquake
2015-09-17T08:58:44.740Z,53.2985,159.7085,68.09,5.5,mb,,91,0.694,0.57,us,us20003kjd,2015-12-21T23:16:15.040Z,"76km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-09-17T20:40:31.750Z,-29.9614,-71.8851,5.69,5.5,mwr,,63,0.562,1.03,us,us20003kwk,2015-12-21T23:16:17.040Z,"52km W of Coquimbo, Chile",earthquake
2015-09-21T18:36:53.520Z,-31.0458,-71.82,26.95,5.5,mww,,43,0.403,0.86,us,us20003mis,2015-12-21T23:16:29.040Z,"77km SW of Ovalle, Chile",earthquake
2015-01-02T08:25:52.660Z,6.4488,60.2985,10,5.4,mwc,,56,8.666,1.03,us,usc000tb8u,2015-03-27T07:01:11.040Z,Carlsberg Ridge,earthquake
2015-01-02T10:15:34.380Z,50.8632,-130.3654,10,5.4,mwr,,76,1.523,1.33,us,usc000tb91,2015-03-27T07:01:13.040Z,"208km W of Port Hardy, Canada",earthquake
2015-01-08T23:51:45.160Z,-54.5227,-132.7835,10,5.4,mwb,,28,32.232,1.22,us,usc000te3q,2015-04-10T18:56:27.040Z,Pacific-Antarctic Ridge,earthquake
2015-01-11T20:34:32.840Z,77.326,7.9156,10,5.4,mb,,80,1.802,1.24,us,usc000tenj,2015-04-10T18:56:29.040Z,"207km WSW of Longyearbyen, Svalbard and Jan Mayen",earthquake
2015-01-19T12:45:12.850Z,73.2241,6.4608,10,5.4,mww,,30,5.541,0.71,us,usc000th49,2015-04-20T16:05:35.040Z,Greenland Sea,earthquake
2015-01-21T06:51:14.520Z,17.9964,146.5629,79.07,5.4,mb,,24,1.836,0.96,us,usc000thqq,2015-04-20T16:05:38.040Z,"84km E of Pagan, Northern Mariana Islands",earthquake
2015-02-02T15:13:39.750Z,13.9766,124.5783,17,5.4,mwb,,76,3.536,1.39,us,usc000tkzl,2015-05-02T14:05:34.040Z,"29km NE of Gigmoto, Philippines",earthquake
2015-01-31T17:39:11.460Z,56.6406,-169.1176,5.5,5.4,mwb,,25,0.82,0.78,us,usc000tkm3,2015-05-02T14:06:36.040Z,"90km SE of City of Saint Paul, Alaska",earthquake
2015-02-02T22:37:38.520Z,-21.4595,170.2621,14.64,5.4,mb,,79,3.601,1.49,us,usc000tl4e,2015-05-02T14:07:19.040Z,"212km WNW of Ile Hunter, New Caledonia",earthquake
2015-02-06T22:02:28.120Z,12.5438,-87.7218,77.39,5.4,mww,,33,0.673,0.89,us,usc000tmvl,2015-05-04T22:47:45.040Z,"36km SW of Jiquilillo, Nicaragua",earthquake
2015-02-10T13:29:38.360Z,11.2338,126.182,10,5.4,mww,,77,8.379,0.85,us,usc000tnnb,2015-05-04T22:47:52.040Z,"50km NE of Sulangan, Philippines",earthquake
2015-02-10T14:47:50.520Z,9.7244,57.5806,10,5.4,mww,,76,4.488,0.78,us,usc000tnnx,2015-05-04T22:47:53.040Z,Carlsberg Ridge,earthquake
2015-02-15T13:49:47.920Z,-18.3052,176.9198,16.24,5.4,mwb,,72,1.213,0.85,us,usb000tpiq,2015-05-11T23:20:16.040Z,"76km SW of Nadi, Fiji",earthquake
2015-02-17T14:35:54.000Z,-32.375,-71.013,72.6,5.4,mww,,,,0.88,us,usb000tq1p,2015-05-11T23:20:21.040Z,"22km ENE of La Ligua, Chile",earthquake
2015-02-18T02:20:37.640Z,-7.7076,-13.4636,10,5.4,mb,,45,0.916,0.75,us,usb000tq8c,2015-05-11T23:20:22.040Z,"108km ENE of Georgetown, Saint Helena",earthquake
2015-02-18T04:43:39.170Z,-8.8943,159.3182,135.08,5.4,mww,,22,0.823,0.53,us,usb000tq8s,2015-05-11T23:20:22.040Z,"88km SSW of Buala, Solomon Islands",earthquake
2015-02-18T17:09:41.290Z,-10.684,164.0707,13.08,5.4,mb,,58,4.244,0.82,us,usb000tqd1,2015-05-11T23:20:23.040Z,"192km W of Lata, Solomon Islands",earthquake
2015-02-19T14:32:41.570Z,-16.513,168.0905,10,5.4,mb,,38,1.36,1.2,us,usc000trgm,2015-05-12T20:29:33.040Z,"84km ESE of Lakatoro, Vanuatu",earthquake
2015-02-19T16:32:47.370Z,52.81,159.0059,82,5.4,mww,,16,0.303,0.91,us,usc000tri6,2015-05-12T20:29:33.040Z,"35km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-02-20T15:39:17.940Z,-31.0595,-178.346,40.84,5.4,mb,,77,1.844,1.03,us,usc000trx4,2015-05-12T20:29:35.040Z,"67km NE of L'Esperance Rock, New Zealand",earthquake
2015-02-24T06:54:48.520Z,0.9982,-26.1018,10,5.4,mwc,,43,14.1,1.05,us,usc000tsm5,2015-05-12T20:29:43.040Z,Central Mid-Atlantic Ridge,earthquake
2015-02-26T06:26:52.180Z,-19.9821,-173.7746,8.74,5.4,mwb,,33,6.333,0.48,us,usc000ttbc,2015-05-19T00:28:39.040Z,"63km ESE of Pangai, Tonga",earthquake
2015-02-26T09:45:39.410Z,50.1375,-175.8006,35,5.4,mb,,64,1.834,1.1,us,usc000ttcc,2015-05-19T00:28:41.040Z,"202km SSE of Adak, Alaska",earthquake
2015-02-26T21:59:05.140Z,34.671,73.2777,29.74,5.4,mb,,16,1.017,0.86,us,usc000ttgc,2015-05-19T00:28:47.040Z,"22km E of Batgram, Pakistan",earthquake
2015-02-28T19:27:30.810Z,-56.3493,-27.0752,109.49,5.4,mb,,31,5.759,0.71,us,usc000tu15,2015-05-19T00:29:15.040Z,"39km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-03-14T15:36:08.750Z,34.2885,141.6586,7.15,5.4,mb,,88,1.932,1.12,us,us10001md6,2015-06-04T00:46:19.040Z,"155km SE of Katsuura, Japan",earthquake
2015-03-15T22:47:35.540Z,-26.0814,-11.6066,15.08,5.4,mb,,52,11.459,0.56,us,us10001mlp,2015-06-04T00:46:21.040Z,Southern Mid-Atlantic Ridge,earthquake
2015-03-18T19:07:49.100Z,-36.0507,-73.6406,10,5.4,mww,,106,0.933,0.82,us,us10001njq,2015-06-04T00:46:26.040Z,"87km NNW of Talcahuano, Chile",earthquake
2015-03-21T13:13:21.330Z,-31.7524,-177.8669,10,5.4,mb,,108,2.499,1.03,us,us10001peh,2015-06-09T21:30:00.040Z,"104km ESE of L'Esperance Rock, New Zealand",earthquake
2015-03-19T10:05:59.170Z,1.9433,126.4571,31.54,5.4,mb,,57,1.476,1.05,us,us10001ns0,2015-06-09T21:29:57.040Z,"152km ENE of Bitung, Indonesia",earthquake
2015-03-20T22:30:07.550Z,18.0325,-98.5135,52,5.4,mwb,,52,0.469,0.88,us,us10001pbh,2015-06-09T21:29:59.040Z,"8km WSW of Tulcingo del Valle, Mexico",earthquake
2015-03-27T03:04:07.300Z,36.3653,143.1197,10,5.4,mww,,38,2.369,0.56,us,us10001r3k,2015-06-12T01:53:23.040Z,"213km ESE of Iwaki, Japan",earthquake
2015-03-30T01:47:35.990Z,26.6884,108.8076,17.09,5.4,mb,,16,3.625,0.99,us,us10001rwf,2015-06-12T01:53:28.040Z,"29km NW of Qimeng, China",earthquake
2015-04-01T08:17:27.860Z,-29.3442,-71.718,31.56,5.4,mww,,71,0.949,0.99,us,us10001spm,2015-11-07T07:49:21.627Z,"76km NNW of Coquimbo, Chile",earthquake
2015-04-01T09:35:56.030Z,-6.9009,132.542,9,5.4,mww,,20,1.635,0.71,us,us10001spt,2015-06-12T01:53:33.040Z,"138km S of Tual, Indonesia",earthquake
2015-04-02T20:51:09.300Z,-6.4607,146.9203,37.18,5.4,mb,,12,2.934,0.93,us,us10001td7,2015-06-16T01:00:24.040Z,"29km NNW of Lae, Papua New Guinea",earthquake
2015-04-08T15:44:45.140Z,13.1992,-89.7846,29,5.4,mww,,67,0.724,1.11,us,us20002515,2015-06-16T01:00:33.040Z,"43km S of Acajutla, El Salvador",earthquake
2015-04-15T07:39:27.210Z,39.7528,106.4034,10,5.4,mww,,20,6.056,0.94,us,us200026mr,2015-06-22T23:19:02.040Z,"36km WNW of Wuhai, China",earthquake
2015-04-15T10:22:07.650Z,-3.7948,151.6717,10,5.4,mwb,,63,0.629,0.74,us,us200026n9,2015-06-22T23:19:02.040Z,"71km NW of Rabaul, Papua New Guinea",earthquake
2015-04-18T11:16:05.320Z,-34.8742,179.7614,45.48,5.4,mb,,61,2.929,0.78,us,us200027iv,2015-06-26T23:15:56.040Z,South of the Kermadec Islands,earthquake
2015-04-25T06:20:40.340Z,28.2046,84.492,10,5.4,mb,,151,2.064,0.88,us,us20002bi6,2015-07-03T00:23:39.040Z,"12km E of Lamjung, Nepal",earthquake
2015-04-24T01:34:55.550Z,40.4556,-127.1509,10,5.4,mww,,50,2.29,1.26,us,us200028pe,2015-07-03T00:23:37.040Z,"245km W of Ferndale, California",earthquake
2015-04-28T11:19:50.500Z,-2.0856,-79.6231,89,5.4,mwb,,35,2.588,1.22,us,us200029t7,2015-07-03T00:23:45.040Z,"7km ENE of Yaguachi, Ecuador",earthquake
2015-04-29T16:09:51.830Z,40.0485,142.8086,37.3,5.4,mww,,36,1.788,0.59,us,us20002a7q,2015-07-03T00:23:47.040Z,"86km ENE of Miyako, Japan",earthquake
2015-05-04T18:04:56.450Z,-56.5337,-27.3608,127.83,5.4,mb,,31,5.667,1.01,us,us20002b8y,2015-07-09T22:00:11.040Z,"20km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-05-05T03:55:49.810Z,-5.4731,152.2498,35,5.4,mb,,25,1.276,0.71,us,us20002bpu,2015-07-09T22:00:12.040Z,"123km S of Kokopo, Papua New Guinea",earthquake
2015-05-06T03:17:10.810Z,-5.5061,152.6178,9.78,5.4,mb,,26,1.382,0.69,us,us20002c40,2015-07-09T22:00:14.040Z,"123km SSW of Taron, Papua New Guinea",earthquake
2015-05-07T11:33:00.710Z,-7.0859,154.4019,10,5.4,mwc,,47,3.637,1.08,us,us20002dcs,2015-07-17T07:05:55.040Z,"146km SW of Panguna, Papua New Guinea",earthquake
2015-05-09T09:42:35.890Z,-5.726,152.3232,12,5.4,mww,,21,1.533,0.8,us,us20002e1g,2015-07-17T07:06:01.040Z,"152km S of Kokopo, Papua New Guinea",earthquake
2015-05-09T11:14:24.460Z,-5.768,151.5902,20,5.4,mwb,,50,5.686,0.67,us,us20002e1u,2015-07-17T07:06:02.040Z,"162km E of Kimbe, Papua New Guinea",earthquake
2015-05-12T07:34:22.630Z,27.7458,86.2449,10,5.4,mb,,45,0.544,0.78,us,us20002ek3,2015-07-17T07:06:10.040Z,"28km S of Camgyai, China",earthquake
2015-05-14T12:30:16.100Z,-7.3973,154.6704,10,5.4,mb,,30,4.045,1.19,us,us100028y2,2015-07-23T01:03:59.040Z,"149km SW of Panguna, Papua New Guinea",earthquake
2015-05-17T19:43:34.410Z,-60.5228,-20.8594,10.21,5.4,mb,,50,13.274,0.88,us,us10002a0q,2015-07-23T01:04:06.040Z,East of the South Sandwich Islands,earthquake
2015-05-20T17:20:44.020Z,1.8239,126.3984,35.97,5.4,mww,,43,1.424,1.19,us,us10002ay0,2015-07-23T01:04:14.040Z,"141km ENE of Bitung, Indonesia",earthquake
2015-05-25T04:48:21.710Z,-6.419,155.0034,44,5.4,mwb,,17,3.59,0.92,us,us10002bzl,2015-07-29T01:35:41.040Z,"54km WSW of Panguna, Papua New Guinea",earthquake
2015-05-26T23:26:58.710Z,-58.6445,-25.1788,32,5.4,mwb,,38,19.158,0.61,us,us10002ccb,2015-07-29T01:35:47.040Z,"88km ENE of Bristol Island, South Sandwich Islands",earthquake
2015-05-26T23:51:30.880Z,-58.718,-25.2364,35,5.4,mb,,38,19.091,0.82,us,us10002cch,2015-07-29T01:35:47.040Z,"81km ENE of Bristol Island, South Sandwich Islands",earthquake
2015-05-30T20:36:18.350Z,38.4463,73.018,96.62,5.4,mb,,38,1.402,0.77,us,us20002kq7,2015-08-08T00:49:22.040Z,"77km SW of Karakul, Tajikistan",earthquake
2015-06-01T10:46:27.260Z,44.5389,-129.6521,10,5.4,mww,,169,4.2,1.42,us,us20002l01,2015-08-08T00:49:42.040Z,Off the coast of Oregon,earthquake
2015-06-05T20:02:54.000Z,-34.8726,-107.6523,5.76,5.4,mwb,,64,28.853,0.84,us,us20002mfl,2015-08-10T13:08:21.040Z,Southern East Pacific Rise,earthquake
2015-06-09T06:41:38.740Z,-35.3695,-105.8146,10,5.4,mwb,,50,8.75,1.08,us,us20002n6e,2015-08-10T13:08:26.040Z,Southern East Pacific Rise,earthquake
2015-06-09T21:49:46.700Z,35.04,26.79,16,5.4,mww,,,,1.07,us,us20002ney,2015-08-10T13:08:27.040Z,"52km ESE of Palaikastron, Greece",earthquake
2015-06-11T04:56:32.160Z,39.6101,143.2414,10,5.4,mwc,,102,2.29,0.49,us,us20002nwq,2015-08-20T00:43:53.040Z,"110km E of Miyako, Japan",earthquake
2015-06-13T07:08:59.170Z,-3.2325,143.8859,8,5.4,mwb,,18,3.671,0.83,us,us20002pln,2015-08-20T00:43:56.040Z,"45km NE of Wewak, Papua New Guinea",earthquake
2015-06-18T07:28:55.190Z,-19.1355,169.6209,24.41,5.4,mwc,,81,2.771,0.68,us,us10002jx7,2015-09-01T00:53:49.040Z,"59km NE of Isangel, Vanuatu",earthquake
2015-06-25T13:44:11.720Z,-6.1066,131.087,52.37,5.4,mb,,52,1.875,1.13,us,us10002ljm,2015-09-02T22:37:18.040Z,"190km WSW of Tual, Indonesia",earthquake
2015-06-25T15:41:16.410Z,-10.312,152.1337,10,5.4,mwc,,28,4.983,0.9,us,us10002lkf,2015-09-02T22:37:18.040Z,"153km SSW of Kulumadau, Papua New Guinea",earthquake
2015-06-27T07:28:53.560Z,-49.0066,121.2976,10,5.4,mwc,,64,16.351,0.95,us,us10002m1x,2015-09-02T22:37:21.040Z,Western Indian-Antarctic Ridge,earthquake
2015-06-28T15:54:41.990Z,16.6829,-94.6273,88.67,5.4,mwb,,36,0.474,0.96,us,us10002m7u,2015-09-02T22:37:23.040Z,"12km N of Niltepec, Mexico",earthquake
2015-07-09T07:28:28.800Z,-18.6298,-177.1524,346.85,5.4,mb,,55,4.642,0.94,us,us20002w8m,2015-10-09T20:19:09.040Z,"276km NE of Ndoi Island, Fiji",earthquake
2015-07-18T15:46:40.850Z,18.7989,120.9641,10,5.4,mb,,40,1.331,1.32,us,us20002ye0,2015-10-14T21:05:42.040Z,"24km NNW of Claveria, Philippines",earthquake
2015-07-20T05:28:36.680Z,-34.8374,54.5832,10,5.4,mwc,,34,11.762,1.05,us,us20002yls,2015-10-14T21:05:46.040Z,Southwest Indian Ridge,earthquake
2015-07-21T07:14:50.020Z,-34.6166,54.6102,10,5.4,mb,,41,13.433,0.85,us,us20002yu2,2015-10-14T21:05:48.040Z,Southwest Indian Ridge,earthquake
2015-07-27T06:05:32.550Z,52.2335,-169.4231,21.86,5.4,mb,,106,0.583,0.94,us,us200030b9,2015-10-22T20:05:03.040Z,"86km SSW of Nikolski, Alaska",earthquake
2015-07-29T17:56:37.360Z,-10.8806,166.2386,142.49,5.4,mb,,20,4.635,0.85,us,us10002w12,2015-10-22T20:05:14.040Z,"47km ESE of Lata, Solomon Islands",earthquake
2015-10-03T09:43:58.510Z,-26.2415,70.8156,10,5.4,mb,,40,22.389,1.43,us,us10003jzi,2015-10-23T11:59:44.341Z,Indian Ocean Triple Junction,earthquake
2015-09-28T00:32:34.550Z,20.2778,-45.6575,10,5.4,mwc,,44,15.475,0.63,us,us20003pkv,2015-10-24T03:33:03.942Z,Northern Mid-Atlantic Ridge,earthquake
2015-09-28T00:42:23.560Z,20.0927,-45.4602,10,5.4,mwc,,74,15.17,0.67,us,us20003pkx,2015-10-24T03:56:18.413Z,Northern Mid-Atlantic Ridge,earthquake
2015-09-26T03:20:47.600Z,-20.9551,169.0128,15.35,5.4,mb,,30,1.055,0.95,us,us20003pa4,2015-10-29T22:32:46.040Z,"134km ENE of Tadine, New Caledonia",earthquake
2015-08-01T03:38:44.590Z,-25.343,154.3348,9,5.4,mww,,18,2.943,0.87,us,us10002x1x,2015-10-30T02:47:41.040Z,"139km ENE of Rainbow Beach, Australia",earthquake
2015-08-03T09:41:53.590Z,-10.7474,161.8994,32.7,5.4,mb,,48,2.32,0.91,us,us10002xfm,2015-10-30T02:47:45.040Z,"32km S of Kirakira, Solomon Islands",earthquake
2015-08-09T08:36:13.140Z,5.18,-82.6431,10,5.4,mww,,88,3.378,0.54,us,us100030j8,2015-11-06T18:06:23.040Z,South of Panama,earthquake
2015-08-10T23:53:14.220Z,-5.5195,151.8217,35.53,5.4,mb,,15,1.362,0.71,us,us10003105,2015-11-06T18:06:25.040Z,"138km SSW of Kokopo, Papua New Guinea",earthquake
2015-08-11T13:49:04.270Z,-19.1721,-176.2584,10,5.4,mwc,,61,5.582,1.6,us,us1000313a,2015-11-06T18:06:25.040Z,"212km WNW of Pangai, Tonga",earthquake
2015-09-30T17:25:54.190Z,18.0401,-101.3369,42,5.4,mww,,67,1.601,1.18,us,us10003jb2,2015-11-10T22:09:06.857Z,"33km ESE of Tres Palos, Mexico",earthquake
2015-09-27T21:04:45.000Z,-31.669,-71.701,36.9,5.4,mwr,,,,0.52,us,us20003pjl,2015-11-10T23:38:35.040Z,"50km W of Illapel, Chile",earthquake
2015-09-29T23:20:50.760Z,-2.5588,140.1977,19,5.4,mwb,,36,0.508,1,us,us10003iz7,2015-11-12T23:13:44.149Z,"43km W of Abepura, Indonesia",earthquake
2015-10-07T02:30:21.560Z,-3.932,-104.1362,10,5.4,mwb,,112,14.211,1.25,us,us10003kus,2015-11-17T23:18:27.040Z,Central East Pacific Rise,earthquake
2015-10-01T22:49:30.580Z,-16.2664,-173.8606,91.49,5.4,mwb,,21,3.088,1.03,us,us10003jmk,2015-11-19T22:17:35.040Z,"36km SSW of Hihifo, Tonga",earthquake
2015-10-17T20:44:53.910Z,-5.0806,152.9273,50.79,5.4,mb,,29,1.166,0.93,us,us10003pei,2015-11-25T04:53:25.040Z,"68km S of Taron, Papua New Guinea",earthquake
2015-11-25T21:17:18.590Z,31.9741,49.5721,10,5.4,mb,,44,8.051,1.18,us,us100041c9,2015-11-26T06:33:17.067Z,"25km E of Masjed Soleyman, Iran",earthquake
2015-11-27T11:46:27.650Z,13.0735,-88.9785,61.78,5.4,mb,,113,0.657,1.43,us,us100041q5,2015-11-28T16:00:04.748Z,"47km S of El Rosario, El Salvador",earthquake
2015-10-15T10:07:27.790Z,-2.5245,-78.7809,93.86,5.4,mww,,27,2.763,1.02,us,us10003nud,2015-11-30T06:40:31.040Z,"17km E of Canar, Ecuador",earthquake
2015-08-27T15:06:25.160Z,-19.698,-176.4379,10,5.4,mwb,,38,5.57,0.85,us,us100035bs,2015-12-01T00:35:59.040Z,"204km NW of Nuku`alofa, Tonga",earthquake
2015-08-28T15:30:58.090Z,23.129,142.5234,103.82,5.4,mb,,23,3.961,0.82,us,us100035q5,2015-12-01T00:36:01.040Z,"219km SSE of Iwo Jima, Japan",earthquake
2015-09-01T15:28:51.000Z,-19.785,-69.245,97.2,5.4,mww,,,,1.03,us,us20003fe4,2015-12-01T00:36:08.040Z,"105km ENE of Iquique, Chile",earthquake
2015-09-01T17:04:14.620Z,15.3905,-92.7217,104.42,5.4,mww,,67,0.572,1.06,us,us20003few,2015-12-01T00:36:08.040Z,"8km WNW of Acacoyagua, Mexico",earthquake
2015-10-20T00:36:54.450Z,12.8678,143.9008,78,5.4,mww,,26,1.184,0.78,us,us10003ptl,2015-12-03T23:10:26.511Z,"94km WSW of Merizo Village, Guam",earthquake
2015-09-03T16:51:47.750Z,37.1958,143.4691,10,5.4,mww,,25,2.233,0.91,us,us20003g09,2015-12-05T01:40:24.040Z,"221km E of Namie, Japan",earthquake
2015-09-04T04:49:38.520Z,40.9329,47.5328,13.96,5.4,mww,,27,2.267,1.01,us,us20003g7a,2015-12-05T01:40:25.040Z,"16km SSE of Oguz, Azerbaijan",earthquake
2015-09-04T20:08:31.580Z,-8.043,107.2248,37,5.4,mww,,50,0.759,1.63,us,us20003ghh,2015-12-05T01:40:26.040Z,"61km S of Kebonkopi, Indonesia",earthquake
2015-09-09T21:03:24.050Z,36.0086,70.4897,107.39,5.4,mww,,41,1.116,0.82,us,us20003hmu,2015-12-05T01:40:39.040Z,"25km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake
