time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-02-25T07:01:00.930Z,31.0659,141.8201,9,5.9,mww,,34,2.659,1.28,us,usc000tt0x,2015-05-12T20:29:45.040Z,"293km SE of Hachijo-jima, Japan",earthquake
2015-03-16T03:00:05.950Z,-4.0737,152.0288,196,5.9,mww,,16,0.178,0.95,us,us10001mp3,2015-06-04T00:46:22.040Z,"20km NW of Rabaul, Papua New Guinea",earthquake
2015-03-28T22:28:50.780Z,0.4002,121.9895,118,5.9,mww,,12,1.399,0.88,us,us10001rmk,2015-06-12T01:53:26.040Z,"42km WSW of Tilamuta, Indonesia",earthquake
2015-03-30T10:34:53.060Z,-39.2859,78.0903,10,5.9,mwb,,24,1.542,0.91,us,us10001s0c,2015-06-12T01:53:30.040Z,"168km SSE of Amsterdam Island, France",earthquake
2015-04-02T04:10:10.000Z,-17.8607,-178.5831,560,5.9,mww,,20,3.207,0.67,us,us10001t0z,2015-06-16T01:00:23.040Z,"268km SE of Lambasa, Fiji",earthquake
2015-04-03T21:17:54.770Z,-6.2934,147.7519,30,5.9,mww,,10,3.146,0.97,us,us10001tqi,2015-06-16T01:00:25.040Z,"36km NNW of Finschhafen, Papua New Guinea",earthquake
2015-05-03T23:40:56.660Z,-5.5385,151.9265,35,5.9,mww,,18,1.359,0.98,us,us20002b2k,2015-07-09T22:00:08.040Z,"136km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-08T07:52:06.140Z,-6.1204,149.8228,35,5.9,mww,,19,3.018,1,us,us20002dqa,2015-07-17T07:05:58.040Z,"32km ENE of Kandrian, Papua New Guinea",earthquake
2015-05-23T19:28:17.380Z,-4.7846,152.5914,31.84,5.9,mww,,19,0.727,0.85,us,us10002buu,2015-07-29T01:35:36.040Z,"60km SE of Kokopo, Papua New Guinea",earthquake
2015-05-29T08:40:13.230Z,-47.3578,99.9237,10,5.9,mwc,,50,18.978,0.55,us,us20002ka2,2015-08-08T00:49:01.040Z,Southeast Indian Ridge,earthquake
2015-06-01T20:11:30.610Z,44.4971,-129.9582,10,5.9,mww,,104,4.39,0.86,us,us20002l3n,2015-08-08T00:49:49.040Z,Off the coast of Oregon,earthquake
2015-06-16T06:17:01.180Z,-20.3944,-179.0024,656,5.9,mww,,23,3.834,1.25,us,us20002q6u,2015-08-20T00:43:59.040Z,"42km NW of Ndoi Island, Fiji",earthquake
2015-06-20T23:39:09.510Z,-23.5295,-177.0845,151,5.9,mww,,17,5.742,1.08,us,us10002kld,2015-09-01T00:53:52.040Z,South of the Fiji Islands,earthquake
2015-07-07T07:01:42.740Z,-13.329,-111.6323,10,5.9,mww,,92,33.259,0.79,us,us20002vn3,2015-09-30T00:21:00.040Z,Central East Pacific Rise,earthquake
2015-07-26T07:05:10.130Z,-9.2585,112.6695,52,5.9,mww,,14,1.661,1.1,us,us2000306u,2015-10-22T20:05:00.040Z,"94km S of Krajan Tambakrejo, Indonesia",earthquake
2015-07-27T04:51:22.540Z,52.7811,-169.5781,31.9,5.9,mb,,178,0.478,0.61,us,us100032bk,2015-10-22T20:05:02.040Z,"50km WSW of Nikolski, Alaska",earthquake
2015-07-27T07:40:31.120Z,52.2572,-169.3458,35,5.9,mwc,,57,0.578,0.86,us,us200030bu,2015-10-22T20:05:04.040Z,"82km SSW of Nikolski, Alaska",earthquake
2015-07-29T00:10:24.660Z,8.2309,-77.3152,12,5.9,mww,,31,2.647,1.06,us,us2000314h,2015-10-22T20:05:12.040Z,"30km S of Acandi, Colombia",earthquake
2015-08-10T04:24:31.200Z,-9.2998,157.9543,10,5.9,mwc,,22,1.971,1.37,us,us100030pk,2015-11-06T18:06:24.040Z,"180km SE of Gizo, Solomon Islands",earthquake
2015-08-10T10:05:25.750Z,36.5326,71.2147,224,5.9,mww,,17,0.782,0.92,us,us100030qs,2015-11-06T18:06:24.040Z,"33km WSW of Ashkasham, Afghanistan",earthquake
2015-09-26T21:40:35.400Z,-57.0947,-142.4382,10,5.9,mwb,,66,26.881,1.35,us,us20003pdw,2015-11-11T05:00:29.351Z,Pacific-Antarctic Ridge,earthquake
2015-09-28T15:28:05.790Z,-23.7989,-66.5969,219,5.9,mww,,27,1.68,0.8,us,us20003pnw,2015-11-11T14:51:54.078Z,"54km NNW of San Antonio de los Cobres, Argentina",earthquake
2015-10-05T16:33:26.760Z,-30.3071,-71.5256,34,5.9,mww,,30,0.377,0.76,us,us10003kg9,2015-11-11T21:17:00.828Z,"42km SSW of Coquimbo, Chile",earthquake
2015-10-03T06:26:55.770Z,-30.3018,-71.5511,38,5.9,mww,,57,0.377,0.75,us,us10003jyt,2015-11-19T06:08:00.473Z,"43km SSW of Coquimbo, Chile",earthquake
2015-11-28T02:51:06.650Z,43.342,146.4829,59.91,5.9,mb,,46,2.787,1.09,us,us100041u7,2015-11-29T01:57:19.000Z,"54km SSW of Shikotan, Russia",earthquake
2015-11-29T18:52:49.500Z,-23.5414,-64.605,9.63,5.9,mwp,,33,4.071,1.39,us,us1000421x,2015-12-01T19:17:51.000Z,"17km NW of Yuto, Argentina",earthquake
2015-09-07T14:06:27.810Z,-32.8265,-178.198,10,5.9,mww,,45,3.577,0.99,us,us20003h3x,2015-12-05T01:40:34.040Z,"168km SSE of L'Esperance Rock, New Zealand",earthquake
2015-09-09T07:05:44.490Z,-49.5321,-116.3317,10,5.9,mwb,,63,35.377,0.89,us,us20003hme,2015-12-05T01:40:38.040Z,Southern East Pacific Rise,earthquake
2015-09-12T20:32:26.990Z,-32.6066,-178.0287,8,5.9,mww,,30,3.352,1.06,us,us20003j2v,2015-12-12T00:42:48.040Z,"153km SSE of L'Esperance Rock, New Zealand",earthquake
2015-09-16T23:38:01.650Z,-31.7842,-72.0222,12.46,5.9,mb,,28,1.155,0.74,us,us20003k89,2015-12-12T00:42:58.040Z,"82km WSW of Illapel, Chile",earthquake
2015-11-01T15:16:17.480Z,-23.2513,-68.4311,111,5.9,mww,,31,0.377,0.98,us,us2000416s,2015-12-21T18:13:51.000Z,"43km SSW of San Pedro de Atacama, Chile",earthquake
2015-11-16T16:49:13.770Z,48.3439,154.2519,34,5.9,mww,,16,5.248,0.76,us,us10003yr1,2015-12-20T17:19:23.522Z,"292km SSW of Severo-Kuril'sk, Russia",earthquake
2015-09-17T12:14:34.910Z,-32.9149,-71.6064,10,5.9,mww,,54,0.11,1.17,us,us20003kkw,2015-12-21T23:16:16.040Z,"13km NNW of Vina del Mar, Chile",earthquake
2015-09-17T13:32:26.050Z,-32.1432,-72.3779,10,5.9,mww,,102,2.959,1.4,us,us20003kl4,2015-12-21T23:16:16.040Z,"113km WNW of La Ligua, Chile",earthquake
2015-02-11T21:29:24.580Z,-65.5984,-179.601,10,5.8,mwb,,78,12.967,0.74,us,usb000tnde,2015-05-04T22:47:55.040Z,"202km N of Scott Island Bank, Antarctica",earthquake
2015-02-24T02:28:54.090Z,39.6546,143.1982,20,5.8,mww,,19,2.238,0.46,us,usc000tski,2015-05-12T20:29:42.040Z,"106km E of Miyako, Japan",earthquake
2015-03-09T02:48:45.580Z,6.5308,-82.6541,11,5.8,mww,,61,2.318,1.23,us,usc000twp2,2015-05-28T00:48:39.040Z,"167km S of Punta de Burica, Panama",earthquake
2015-03-15T04:47:19.970Z,18.7532,146.4233,46,5.8,mww,,22,5.347,0.83,us,us10001mh6,2015-06-04T00:46:20.040Z,"79km E of Agrihan, Northern Mariana Islands",earthquake
2015-03-30T18:02:10.790Z,-15.4261,-172.8635,9.64,5.8,mww,,40,1.838,1.16,us,us10001s3e,2015-06-12T01:53:30.040Z,"111km ENE of Hihifo, Tonga",earthquake
2015-04-30T10:19:08.200Z,-60.3933,-26.9077,10,5.8,mwb,,38,8.016,1.06,us,us20002ag2,2015-07-09T22:00:03.040Z,"153km S of Bristol Island, South Sandwich Islands",earthquake
2015-05-05T01:53:59.830Z,-5.3494,152.0278,35,5.8,mb,,19,1.158,0.62,us,us20002bng,2015-07-09T22:00:12.040Z,"113km SSW of Kokopo, Papua New Guinea",earthquake
2015-05-05T08:16:58.450Z,-5.5289,152.2351,45.61,5.8,mwc,,29,1.33,0.75,us,us20002br8,2015-07-09T22:00:12.040Z,"130km S of Kokopo, Papua New Guinea",earthquake
2015-05-19T13:54:56.470Z,-18.6153,168.5853,50,5.8,mww,,14,2.496,0.88,us,us10002aip,2015-07-23T01:04:10.040Z,"101km SSE of Port-Vila, Vanuatu",earthquake
2015-05-24T21:06:41.140Z,-59.653,-26.4546,34,5.8,mww,,36,15.327,0.59,us,us10002byb,2015-07-29T01:35:40.040Z,"69km S of Bristol Island, South Sandwich Islands",earthquake
2015-05-26T16:42:33.040Z,-0.3277,135.7341,15,5.8,mww,,26,4.331,0.74,us,us10002c8s,2015-07-29T01:35:45.040Z,"193km ENE of Manokwari, Indonesia",earthquake
2015-06-01T06:52:41.340Z,44.4584,-129.8114,10,5.8,mww,,63,4.278,0.91,us,us20002kxa,2015-08-08T00:49:38.040Z,Off the coast of Oregon,earthquake
2015-06-10T08:33:03.780Z,39.6795,143.319,30.96,5.8,mww,,69,2.306,0.98,us,us20002nj8,2015-08-10T13:08:28.040Z,"117km E of Miyako, Japan",earthquake
2015-06-15T17:40:53.930Z,-9.742,125.2517,20,5.8,mww,,53,0.97,1.26,us,us20002pyz,2015-08-20T00:43:58.040Z,"71km ESE of Leof, Indonesia",earthquake
2015-06-29T09:09:16.100Z,-16.0251,-74.2558,28,5.8,mww,,92,4.408,0.98,us,us10002mb3,2015-09-02T22:37:23.040Z,"76km SSE of Acari, Peru",earthquake
2015-07-06T12:24:08.560Z,-20.7139,-174.5001,44,5.8,mww,,21,4.601,1.17,us,us10002nmx,2015-09-30T00:20:59.040Z,"83km NE of `Ohonua, Tonga",earthquake
2015-07-07T20:03:19.120Z,-22.9379,-177.1329,169.64,5.8,mww,,22,6.321,1.15,us,us20002vuq,2015-09-30T00:21:01.040Z,"277km SW of Vaini, Tonga",earthquake
2015-07-17T18:49:53.720Z,-18.1214,-178.1887,536.1,5.8,mww,,13,3.597,1.32,us,us20002y6h,2015-10-14T21:05:40.040Z,"285km N of Ndoi Island, Fiji",earthquake
2015-07-26T22:42:13.200Z,-18.024,-174.0685,7.3,5.8,mwb,,50,4.065,0.75,us,us2000308l,2015-10-22T20:05:01.040Z,"69km N of Neiafu, Tonga",earthquake
2015-08-07T01:25:02.540Z,-2.1412,28.8973,11,5.8,mww,,20,2.392,0.87,us,us10002zzn,2015-11-06T18:06:20.040Z,"37km N of Cyangugu, Rwanda",earthquake
2015-08-09T04:46:20.710Z,-27.4539,-176.2457,10,5.8,mww,,24,2.32,1.08,us,us100030i6,2015-11-06T18:06:23.040Z,"258km NE of Raoul Island, New Zealand",earthquake
2015-10-23T22:03:22.840Z,-2.1661,138.2666,8,5.8,mww,,14,2.46,1.01,us,us10003r43,2015-11-12T00:31:31.433Z,"262km WNW of Abepura, Indonesia",earthquake
2015-09-24T15:56:56.170Z,-10.1917,160.5201,25.54,5.8,mww,,32,0.937,0.95,us,us20003nr6,2015-11-12T15:26:15.537Z,"104km SE of Honiara, Solomon Islands",earthquake
2015-10-03T06:03:42.170Z,-37.4568,-73.6711,15.1,5.8,mww,,118,2.017,0.83,us,us10003jyn,2015-11-19T06:04:09.383Z,"17km N of Lebu, Chile",earthquake
2015-11-16T00:39:33.440Z,17.8361,-81.8286,6.36,5.8,mww,,17,1.591,1.11,us,us10003yjy,2015-11-23T01:40:36.727Z,"167km SSW of George Town, Cayman Islands",earthquake
2015-08-20T11:00:09.720Z,0.4854,126.5894,46.14,5.8,mww,,24,0.827,1,us,us100033n1,2015-11-24T02:09:25.040Z,"92km WSW of Kota Ternate, Indonesia",earthquake
2015-08-26T13:51:35.570Z,-57.4999,-25.8754,32,5.8,mww,,26,6.782,0.68,us,us10003508,2015-11-24T02:09:37.040Z,"119km SE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-10-28T20:46:40.350Z,-10.9788,166.3796,141,5.8,mww,,21,4.513,0.93,us,us200040b8,2015-11-25T01:44:49.925Z,"66km ESE of Lata, Solomon Islands",earthquake
2015-10-19T13:50:41.620Z,13.8654,120.6172,106,5.8,mww,,28,8.33,0.97,us,us10003pnb,2015-12-02T14:37:49.802Z,"2km W of Balitoc, Philippines",earthquake
2015-12-01T17:08:25.150Z,-14.8957,-176.5845,10,5.8,mww,,54,5.876,1.39,us,us100042gv,2015-12-02T18:29:02.454Z,"182km ESE of Sigave, Wallis and Futuna",earthquake
2015-10-17T11:33:08.950Z,-25.4674,-64.4839,17,5.8,mww,,37,4.201,0.79,us,us10003pc9,2015-12-04T08:03:42.370Z,"19km ESE of El Galpon, Argentina",earthquake
2015-09-05T13:16:08.930Z,49.3613,155.6819,38,5.8,mww,,37,3.96,1.29,us,us20003gpv,2015-12-05T01:40:29.040Z,"149km SSW of Severo-Kuril'sk, Russia",earthquake
2015-09-08T06:48:32.870Z,-33.0304,-178.5336,10,5.8,mww,,34,3.808,1.15,us,us20003h78,2015-12-05T01:40:36.040Z,"180km S of L'Esperance Rock, New Zealand",earthquake
2015-12-06T17:09:28.800Z,-18.1903,-178.6798,544.33,5.8,mb,,87,3.141,1.04,us,us100044gf,2015-12-08T17:37:52.000Z,"272km N of Ndoi Island, Fiji",earthquake
2015-10-25T14:58:57.670Z,-29.3334,-177.7961,10,5.8,mww,,22,0.145,0.83,us,us10003rbc,2015-12-07T14:36:37.309Z,"12km SE of Raoul Island, New Zealand",earthquake
2015-11-20T05:31:52.510Z,26.3536,142.6349,14,5.8,mwb,,44,0.841,0.86,us,us10003zrf,2015-12-18T13:24:47.108Z,"90km SSE of Chichi-shima, Japan",earthquake
2015-11-11T23:36:19.200Z,-7.2486,128.9341,126,5.8,mwb,,19,2.454,1.04,us,us10003xni,2015-12-19T01:25:55.710Z,"274km WNW of Saumlaki, Indonesia",earthquake
2015-12-19T19:25:04.520Z,-30.6454,-71.368,46.37,5.8,mwr,,58,0.231,1.41,us,us100048du,2015-12-20T12:43:13.829Z,"16km WSW of Ovalle, Chile",earthquake
2015-11-22T18:16:04.740Z,36.4424,71.442,102,5.8,mwc,,16,0.973,1.19,us,us100040ct,2015-12-19T20:37:18.516Z,"27km SSW of Ashkasham, Afghanistan",earthquake
2015-09-17T01:33:02.640Z,-31.7363,-72.0265,9.29,5.8,mwr,,34,1.111,0.88,us,us20003kc5,2015-12-21T23:16:12.040Z,"82km W of Illapel, Chile",earthquake
2015-01-28T21:08:53.710Z,40.3178333,-124.6066667,17.17,5.73,mw,52,230,0.2465,0.13,nc,nc72387946,2015-05-18T23:22:17.407Z,"40km SW of Ferndale, California",earthquake
2015-01-08T14:56:30.710Z,-61.6118,161.3346,10,5.7,mwb,,37,7.244,0.77,us,usc000td4a,2015-04-10T18:56:26.040Z,Balleny Islands region,earthquake
2015-01-18T23:13:36.680Z,-35.4555,-105.7571,8.32,5.7,mww,,76,8.847,0.93,us,usc000th1c,2015-04-20T16:05:34.040Z,Southern East Pacific Rise,earthquake
2015-01-21T20:08:33.600Z,-5.6549,146.3279,49,5.7,mww,,12,3.734,1.05,us,usc000thwt,2015-04-20T16:05:39.040Z,"75km SE of Madang, Papua New Guinea",earthquake
2015-01-27T00:53:19.120Z,1.3368,97.2402,12.58,5.7,mww,,25,0.336,1.08,us,usb000tii2,2015-04-24T16:54:34.040Z,"158km SE of Sinabang, Indonesia",earthquake
2015-02-01T13:34:02.980Z,-21.2735,170.2648,7.64,5.7,mww,,49,3.641,0.83,us,usc000tkqs,2015-05-02T14:07:18.040Z,"217km SSE of Isangel, Vanuatu",earthquake
2015-02-05T04:40:51.480Z,5.222,-82.6217,3.95,5.7,mww,,63,4.794,0.39,us,usc000tlun,2015-05-04T22:47:40.040Z,South of Panama,earthquake
2015-02-25T01:31:41.500Z,6.0816,119.8398,9,5.7,mww,,27,1.609,0.93,us,usc000tszg,2015-05-12T20:29:44.040Z,"81km WSW of Pandan Niog, Philippines",earthquake
2015-02-27T16:24:50.560Z,16.9041,145.8303,20.09,5.7,mww,,40,0.571,0.86,us,usc000ttnw,2015-05-19T00:28:57.040Z,"62km NNE of Anatahan, Northern Mariana Islands",earthquake
2015-03-30T00:15:31.410Z,-5.2049,152.6038,42.05,5.7,mb,,19,1.098,1.06,us,us10001rvz,2015-06-12T01:53:28.040Z,"94km SSW of Taron, Papua New Guinea",earthquake
2015-03-31T12:15:21.840Z,-4.915,152.4751,35,5.7,mwc,,17,0.783,0.86,us,us10001sbg,2015-06-12T01:53:32.040Z,"66km SSE of Kokopo, Papua New Guinea",earthquake
2015-04-10T16:23:04.080Z,-13.7935,65.858,10,5.7,mww,,39,9.066,0.87,us,us200025ml,2015-06-22T23:18:55.040Z,Mid-Indian Ridge,earthquake
2015-04-20T09:05:34.120Z,-5.6841,102.4776,27,5.7,mwb,,24,1.398,1.25,us,us200027rc,2015-06-26T23:15:58.040Z,"159km WSW of Kuripan, Indonesia",earthquake
2015-04-25T09:17:02.310Z,28.3902,87.3173,10,5.7,mb,,22,0.619,0.7,us,us2000294g,2015-07-03T00:23:39.040Z,"35km SE of Xegar, China",earthquake
2015-06-24T22:32:21.000Z,61.6644,-151.962,114.2,5.7,ms,,,,0.99,ak,ak11632992,2015-09-01T00:53:56.040Z,"102km W of Willow, Alaska",earthquake
2015-05-02T16:50:42.990Z,31.5293,140.213,10,5.7,mwc,,73,1.617,1.07,us,us20002avl,2015-07-09T22:00:06.040Z,"176km SSE of Hachijo-jima, Japan",earthquake
2015-05-04T12:24:08.150Z,-61.4428,154.2683,14,5.7,mwb,,41,7.394,0.61,us,us20002b6b,2015-07-09T22:00:10.040Z,Balleny Islands region,earthquake
2015-05-08T03:12:21.520Z,1.5404,97.9026,36,5.7,mww,,23,0.402,1.21,us,us20002dp5,2015-07-17T07:05:57.040Z,"100km WSW of Sibolga, Indonesia",earthquake
2015-05-18T04:02:46.580Z,-41.5553,80.3254,9,5.7,mww,,16,4.314,1.49,us,us10002a3x,2015-07-23T01:04:06.040Z,Mid-Indian Ridge,earthquake
2015-05-18T17:04:53.650Z,-7.148,154.4418,10,5.7,mww,,12,3.71,1.08,us,us10002a8f,2015-07-23T01:04:08.040Z,"147km SW of Panguna, Papua New Guinea",earthquake
2015-05-21T19:32:57.730Z,-9.8042,160.3336,5,5.7,mww,,13,0.526,0.77,us,us10002b8f,2015-07-29T01:35:31.040Z,"58km SE of Honiara, Solomon Islands",earthquake
2015-05-26T23:41:40.800Z,-58.7355,-25.2138,35,5.7,mwc,,38,19.091,0.83,us,us10002ccf,2015-07-29T01:35:47.040Z,"82km ENE of Bristol Island, South Sandwich Islands",earthquake
2015-06-11T04:51:24.140Z,39.608,143.3457,5.72,5.7,mww,,49,2.36,0.47,us,us20002nwm,2015-08-20T00:43:53.040Z,"119km E of Miyako, Japan",earthquake
2015-06-11T04:45:29.730Z,39.672,143.331,10.49,5.7,mww,,28,2.318,0.44,us,us20002nwl,2015-08-20T00:43:53.040Z,"118km E of Miyako, Japan",earthquake
2015-06-15T21:04:24.670Z,4.1537,125.8447,136,5.7,mww,,21,2.908,1.38,us,us20002q2b,2015-08-20T00:43:59.040Z,"144km SSE of Sarangani, Philippines",earthquake
2015-06-20T05:32:08.810Z,-59.6293,-26.5027,50.11,5.7,mww,,32,15.36,0.88,us,us10002kfg,2015-09-01T00:53:51.040Z,"66km S of Bristol Island, South Sandwich Islands",earthquake
2015-07-01T14:30:21.730Z,-52.2069,159.5935,10,5.7,mww,,53,2.327,0.94,us,usd0005u42,2015-09-02T22:37:27.040Z,"256km N of Macquarie Island, Australia",earthquake
2015-07-07T16:08:03.640Z,-13.3864,-111.3022,10,5.7,mww,,52,32.948,0.8,us,us20002vrz,2015-09-30T00:21:01.040Z,Central East Pacific Rise,earthquake
2015-07-16T11:01:45.920Z,13.8769,-58.4736,7.07,5.7,mww,,31,1.282,0.98,us,us20002xw5,2015-10-14T21:05:36.040Z,"134km ENE of Bathsheba, Barbados",earthquake
2015-07-20T11:08:19.430Z,-35.5251,-105.0838,14,5.7,mwb,,34,9.125,0.68,us,us20002ynd,2015-10-14T21:05:46.040Z,Southern East Pacific Rise,earthquake
2015-09-30T16:06:52.320Z,-56.1948,-27.7153,101,5.7,mww,,35,5.372,0.85,us,us10003j3j,2015-10-15T04:12:18.481Z,"64km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-07-27T04:55:46.400Z,52.208,-169.4223,27.84,5.7,mb,,120,0.608,1.04,us,us200030ar,2015-10-22T20:05:02.040Z,"89km SSW of Nikolski, Alaska",earthquake
2015-07-27T07:43:31.050Z,52.2564,-169.3455,39.58,5.7,mb,,64,0.579,0.77,us,us200030bx,2015-10-22T20:05:04.040Z,"82km SSW of Nikolski, Alaska",earthquake
2015-07-30T18:51:05.670Z,-56.9716,-140.9507,9.11,5.7,mww,,61,27.292,1.29,us,us10002wvs,2015-10-30T02:47:38.040Z,Pacific-Antarctic Ridge,earthquake
2015-08-03T14:01:52.680Z,-16.4701,-174.3557,176,5.7,mww,,25,3.56,0.82,us,us10002xg5,2015-10-30T02:47:46.040Z,"86km SW of Hihifo, Tonga",earthquake
2015-08-05T09:13:24.190Z,16.1408,-93.664,100.85,5.7,mww,,34,1.473,0.92,us,us10002y1z,2015-10-30T02:47:50.040Z,"11km NE of Tonala, Mexico",earthquake
2015-08-07T14:22:14.370Z,-18.0441,-174.141,28.49,5.7,mwc,,64,4.126,1.17,us,us1000304i,2015-11-06T18:06:21.040Z,"69km NNW of Neiafu, Tonga",earthquake
2015-08-11T13:35:49.410Z,-27.0523,-176.2728,10,5.7,mwb,,35,2.628,0.8,us,us10003137,2015-11-06T18:06:25.040Z,"292km NNE of Raoul Island, New Zealand",earthquake
2015-10-05T17:35:54.870Z,51.9487,-179.2558,90.82,5.7,mww,,33,0.3,0.97,us,us10003kgq,2015-11-09T19:36:38.091Z,"77km N of Amatignak Island, Alaska",earthquake
2015-09-24T13:48:58.480Z,50.7832,-130.2084,10,5.7,mww,,77,1.326,1.39,us,us20003nmz,2015-11-13T19:53:03.052Z,"197km W of Port Hardy, Canada",earthquake
2015-08-14T13:28:00.560Z,-27.315,-176.0525,11.19,5.7,mww,,71,2.536,0.96,us,us1000329u,2015-11-17T00:13:27.040Z,"282km NE of Raoul Island, New Zealand",earthquake
2015-08-15T20:16:21.240Z,51.6744,-175.1577,32,5.7,mww,,34,0.669,1.05,us,us100032m5,2015-11-17T00:13:30.040Z,"87km SW of Atka, Alaska",earthquake
2015-08-17T16:16:59.190Z,13.7124,51.7823,10,5.7,mww,,34,2.453,1.11,us,us100032x1,2015-11-17T00:13:33.040Z,"175km NNW of Kilmia, Yemen",earthquake
2015-08-17T14:42:33.030Z,21.952,146.6278,10,5.7,mww,,13,6.525,0.66,us,us100032we,2015-11-17T00:13:33.040Z,"238km NE of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-10-20T09:29:08.790Z,27.0743,140.2123,304,5.7,mww,,18,1.758,1.05,us,us10003pv2,2015-11-19T15:15:39.765Z,"198km W of Chichi-shima, Japan",earthquake
2015-08-23T23:10:04.420Z,-29.7191,-71.2958,31.11,5.7,mww,,33,0.205,1.01,us,us100034du,2015-11-24T02:09:31.040Z,"21km N of La Serena, Chile",earthquake
2015-11-25T18:57:41.440Z,1.4277,126.2932,32.33,5.7,mb,,25,1.255,0.95,us,us100041ay,2015-12-01T21:01:29.000Z,"123km E of Bitung, Indonesia",earthquake
2015-09-02T01:18:29.070Z,4.4132,124.6314,296,5.7,mww,,26,2.802,1.29,us,us20003fkb,2015-12-01T00:36:09.040Z,"143km SW of Sarangani, Philippines",earthquake
2015-10-26T09:09:32.670Z,36.4769,70.6662,208.21,5.7,mb,,24,0.651,1.28,us,us100042n2,2015-12-02T14:28:58.084Z,"45km SSW of Jarm, Afghanistan",earthquake
2015-09-08T08:03:53.500Z,14.337,-94.137,5,5.7,mww,,,,1.95,us,us20003h7g,2015-12-05T01:40:36.040Z,"179km SSW of Pijijiapan, Mexico",earthquake
2015-12-09T12:58:01.320Z,-16.616,175.274,10,5.7,mb,,63,2.883,0.98,us,us20004fuz,2015-12-09T21:00:33.620Z,"258km WNW of Lautoka, Fiji",earthquake
2015-12-10T12:05:15.100Z,-58.9249,-23.8847,10,5.7,mwp,,53,8.359,1.4,us,us20004g40,2015-12-10T20:46:17.000Z,"151km E of Bristol Island, South Sandwich Islands",earthquake
2015-09-16T23:09:26.170Z,-31.5743,-71.6717,35,5.7,mb,,94,1.585,0.89,us,us10003itv,2015-12-12T00:42:57.040Z,"48km W of Illapel, Chile",earthquake
2015-09-16T23:23:25.660Z,-31.1674,-71.772,32.1,5.7,mb,,147,0.505,0.74,us,us20003m3n,2015-12-12T00:42:58.040Z,"77km NW of Illapel, Chile",earthquake
2015-11-02T08:15:33.550Z,51.5885,-173.3361,13,5.7,mww,,64,0.833,1.01,us,us200041a0,2015-12-21T20:50:01.000Z,"90km SE of Atka, Alaska",earthquake
2015-11-03T21:25:02.010Z,-8.2825,124.9069,10.27,5.7,mww,,37,1.594,0.95,us,us200041rk,2015-12-15T22:10:31.144Z,"79km WNW of Dili, East Timor",earthquake
2015-11-14T19:20:21.390Z,31.4417,128.8428,10,5.7,mww,,22,1.377,0.76,us,us10003ydz,2015-12-18T01:07:00.814Z,"138km S of Fukue, Japan",earthquake
2015-12-07T22:53:35.140Z,14.2234,-90.8801,84,5.7,mww,,31,0.844,1.43,us,us100044xh,2015-12-18T02:07:05.281Z,"4km WNW of Masagua, Guatemala",earthquake
2015-11-07T10:53:44.160Z,-30.7227,-71.3904,42,5.7,mww,,56,0.216,0.62,us,us10003vij,2015-12-19T06:22:47.043Z,"22km SW of Ovalle, Chile",earthquake
2015-11-08T08:13:37.360Z,-17.3194,-69.4287,159.86,5.7,mww,,95,1.013,0.72,us,us10003vp7,2015-12-19T07:22:11.952Z,"65km E of Chuquitira, Peru",earthquake
2015-11-08T09:34:57.310Z,0.7863,98.8905,69,5.7,mww,,29,1.411,0.88,us,us10003vph,2015-12-20T07:40:26.520Z,"76km SSW of Padangsidempuan, Indonesia",earthquake
2015-11-08T11:33:14.590Z,51.5345,-172.9785,20,5.7,mww,,77,1.015,1.16,us,us10003vq9,2015-12-20T07:48:29.573Z,"111km SE of Atka, Alaska",earthquake
2015-09-17T04:02:10.020Z,-31.2244,-71.926,15.97,5.7,mwr,,101,0.603,0.64,us,us20003kft,2015-12-21T23:16:13.040Z,"85km WNW of Illapel, Chile",earthquake
2015-09-17T14:19:15.970Z,-30.9102,-71.9829,10,5.7,mwr,,101,2.195,0.92,us,us20003kld,2015-12-21T23:16:16.040Z,"82km WSW of Ovalle, Chile",earthquake
2015-09-19T09:07:09.550Z,-31.0999,-71.5902,28,5.7,mww,,67,0.426,1.17,us,us20003lsq,2015-12-21T23:16:23.040Z,"66km SSW of Ovalle, Chile",earthquake
2015-01-05T17:48:42.490Z,-43.0546,171.2364,8.06,5.6,mww,,44,0.646,1.24,us,usc000tbve,2015-03-27T07:02:02.040Z,"43km SSE of Hokitika, New Zealand",earthquake
2015-01-06T22:09:13.250Z,55.2049,163.2446,10,5.6,mwb,,73,3.476,0.63,us,usc000tc8q,2015-03-27T07:02:20.040Z,"123km SSE of Ust'-Kamchatsk Staryy, Russia",earthquake
2015-01-10T02:05:46.270Z,-5.655,68.3613,10,5.6,mww,,40,4.423,0.7,us,usc000teeh,2015-04-10T18:56:28.040Z,Chagos Archipelago region,earthquake
2015-01-12T20:25:14.170Z,-5.587,133.9223,20.91,5.6,mww,,18,3.131,0.82,us,usc000tewz,2015-04-10T18:56:30.040Z,"38km WNW of Dobo, Indonesia",earthquake
